CSD,BORO,GRADE LEVEL,PROGRAM TYPE,"CORE SUBJECT 
(MS CORE and 
09-12 ONLY)","CORE COURSE 
(MS CORE and 
09-12 ONLY)","SERVICE CATEGORY
(0K-08 ONLY)",NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE
28,Q,05,GEN ED,-,-,-,1664,59,28.2
28,Q,05,CTT,-,-,-,617,22,28
28,Q,05,G&T,-,-,-,79,3,26.3
28,Q,06,GEN ED,-,-,-,1735,62,28
28,Q,06,CTT,-,-,-,534,20,26.7
28,Q,07,GEN ED,-,-,-,1777,59,30.1
28,Q,07,CTT,-,-,-,470,17,27.6
28,Q,08,GEN ED,-,-,-,1750,59,29.7
28,Q,08,CTT,-,-,-,485,18,26.9
28,Q,09-12,GEN ED,English,MS English Core,-,220,8,27.5
28,Q,09-12,GEN ED,English,English 9,-,2790,97,28.8
28,Q,09-12,GEN ED,English,English 10,-,2546,84,30.3
28,Q,09-12,GEN ED,English,English 11,-,2805,98,28.6
28,Q,09-12,GEN ED,English,English 12,-,2527,87,29
28,Q,09-12,GEN ED,English,Other English,-,2852,118,24.2
28,Q,09-12,GEN ED,Math,Integrated Algebra,-,2656,97,27.4
28,Q,09-12,GEN ED,Math,Geometry,-,3706,129,28.7
28,Q,09-12,GEN ED,Math,Algebra 2/Trig,-,2659,90,29.5
28,Q,09-12,GEN ED,Math,Other Math,-,2679,99,27.1
28,Q,09-12,GEN ED,Science,Living Environment,-,2909,98,29.7
28,Q,09-12,GEN ED,Science,Chemistry,-,2405,85,28.3
28,Q,09-12,GEN ED,Science,Physics,-,948,36,26.3
28,Q,09-12,GEN ED,Science,Other Physical Sciences,-,48,2,24
28,Q,09-12,GEN ED,Science,Other Science,-,5837,198,29.5
28,Q,09-12,GEN ED,Social Studies,Global History,-,5856,197,29.7
28,Q,09-12,GEN ED,Social Studies,United States History Accelerated,-,3079,102,30.2
28,Q,09-12,GEN ED,Social Studies,Participation in Government,-,1855,67,27.7
28,Q,09-12,GEN ED,Social Studies,Economics,-,940,32,29.4
28,Q,09-12,GEN ED,Social Studies,Other Social Studies,-,2042,75,27.2
28,Q,09-12,CTT,English,MS English Core,-,89,3,29.7
28,Q,09-12,CTT,English,English 9,-,845,28,30.2
28,Q,09-12,CTT,English,English 10,-,656,21,31.2
28,Q,09-12,CTT,English,English 11,-,706,25,28.2
28,Q,09-12,CTT,English,English 12,-,397,14,28.4
28,Q,09-12,CTT,English,Other English,-,516,20,25.8
28,Q,09-12,CTT,Math,Integrated Algebra,-,1129,42,26.9
28,Q,09-12,CTT,Math,Geometry,-,459,17,27
28,Q,09-12,CTT,Math,Algebra 2/Trig,-,140,5,28
28,Q,09-12,CTT,Math,Other Math,-,349,12,29.1
28,Q,09-12,CTT,Science,Living Environment,-,754,27,27.9
28,Q,09-12,CTT,Science,Chemistry,-,120,6,20
28,Q,09-12,CTT,Science,Other Physical Sciences,-,20,1,20
28,Q,09-12,CTT,Science,Other Science,-,1203,40,30.1
28,Q,09-12,CTT,Social Studies,Global History,-,1483,48,30.9
28,Q,09-12,CTT,Social Studies,United States History Accelerated,-,594,19,31.3
28,Q,09-12,CTT,Social Studies,Participation in Government,-,127,4,31.8
28,Q,09-12,CTT,Social Studies,Economics,-,190,6,31.7
28,Q,09-12,CTT,Social Studies,Other Social Studies,-,434,15,28.9
28,Q,09-12,SPEC ED,English,English 9,-,129,12,10.8
28,Q,09-12,SPEC ED,English,English 10,-,60,5,12
28,Q,09-12,SPEC ED,English,English 11,-,63,7,9
28,Q,09-12,SPEC ED,English,English 12,-,56,5,11.2
28,Q,09-12,SPEC ED,English,Other English,-,50,5,10
28,Q,09-12,SPEC ED,Math,Integrated Algebra,-,216,17,12.7
28,Q,09-12,SPEC ED,Math,Geometry,-,87,7,12.4
28,Q,09-12,SPEC ED,Math,Algebra 2/Trig,-,12,1,12
28,Q,09-12,SPEC ED,Math,Other Math,-,57,4,14.3
28,Q,09-12,SPEC ED,Science,Living Environment,-,130,11,11.8
28,Q,09-12,SPEC ED,Science,Other Science,-,161,13,12.4
28,Q,09-12,SPEC ED,Social Studies,Global History,-,220,20,11
28,Q,09-12,SPEC ED,Social Studies,United States History Accelerated,-,55,6,9.2
28,Q,09-12,SPEC ED,Social Studies,Participation in Government,-,25,3,8.3
28,Q,09-12,SPEC ED,Social Studies,Economics,-,30,3,10
28,Q,09-12,SPEC ED,Social Studies,Other Social Studies,-,97,8,12.1
28,Q,0K-09,SPEC ED,-,-,12:1,358,36,9.9
28,Q,0K-09,SPEC ED,-,-,12:1:1,909,90,10.1
28,Q,MS Core,GEN ED,English,MS English Core,-,5024,171,29.4
28,Q,MS Core,GEN ED,English,Other English,-,361,14,25.8
28,Q,MS Core,GEN ED,Math,MS Math Core,-,4719,161,29.3
28,Q,MS Core,GEN ED,Science,MS Science Core,-,4970,170,29.2
28,Q,MS Core,GEN ED,Social Studies,MS Social Studies Core,-,5340,181,29.5
28,Q,MS Core,CTT,English,MS English Core,-,1273,44,28.9
28,Q,MS Core,CTT,English,Other English,-,31,1,31
28,Q,MS Core,CTT,Math,MS Math Core,-,1215,42,28.9
28,Q,MS Core,CTT,Science,MS Science Core,-,1029,36,28.6
28,Q,MS Core,CTT,Social Studies,MS Social Studies Core,-,1083,37,29.3
28,Q,MS Core,SPEC ED,English,MS English Core,-,389,41,9.5
28,Q,MS Core,SPEC ED,Math,MS Math Core,-,361,38,9.5
28,Q,MS Core,SPEC ED,Science,MS Science Core,-,384,40,9.6
28,Q,MS Core,SPEC ED,Social Studies,MS Social Studies Core,-,381,39,9.8
28,Q,MS Core,G&T,English,MS English Core,-,49,2,24.5
28,Q,MS Core,G&T,Math,Integrated Algebra,-,834,30,27.8
28,Q,MS Core,G&T,Science,Living Environment,-,622,21,29.6
28,Q,MS Core,G&T,Science,Other Science,-,87,3,29
28,Q,MS Core,G&T,Social Studies,United States History Accelerated,-,49,2,24.5
28,Q,MS Core,G&T&ICT,English,MS English Core,-,25,1,25
28,Q,MS Core,G&T&ICT,Math,Integrated Algebra,-,110,4,27.5
28,Q,MS Core,G&T&ICT,Science,Living Environment,-,26,1,26
28,Q,MS Core,G&T&ICT,Social Studies,United States History Accelerated,-,25,1,25
29,Q,0K,GEN ED,-,-,-,1650,71,23.2
29,Q,0K,CTT,-,-,-,463,21,22
29,Q,0K,G&T,-,-,-,27,1,27
29,Q,01,GEN ED,-,-,-,1847,72,25.7
29,Q,01,CTT,-,-,-,456,18,25.3
29,Q,01,G&T,-,-,-,32,1,32
29,Q,02,GEN ED,-,-,-,1837,69,26.6
29,Q,02,CTT,-,-,-,583,23,25.3
29,Q,02,G&T,-,-,-,62,2,31
29,Q,03,GEN ED,-,-,-,1805,70,25.8
29,Q,03,CTT,-,-,-,517,21,24.6
29,Q,03,G&T,-,-,-,69,2,34.5
29,Q,04,GEN ED,-,-,-,1690,61,27.7
29,Q,04,CTT,-,-,-,519,19,27.3
29,Q,04,G&T,-,-,-,32,1,32
29,Q,05,GEN ED,-,-,-,1668,64,26.1
29,Q,05,CTT,-,-,-,448,17,26.4
29,Q,05,G&T,-,-,-,55,2,27.5
29,Q,06,GEN ED,-,-,-,1594,63,25.3
29,Q,06,CTT,-,-,-,431,18,23.9
29,Q,07,GEN ED,-,-,-,1726,64,27
29,Q,07,CTT,-,-,-,345,14,24.6
29,Q,08,GEN ED,-,-,-,1821,67,27.2
29,Q,08,CTT,-,-,-,408,16,25.5
29,Q,09-12,GEN ED,English,MS English Core,-,409,18,22.7
29,Q,09-12,GEN ED,English,English 9,-,812,30,27.1
29,Q,09-12,GEN ED,English,English 10,-,689,24,28.7
29,Q,09-12,GEN ED,English,English 11,-,638,23,27.7
29,Q,09-12,GEN ED,English,English 12,-,563,21,26.8
29,Q,09-12,GEN ED,English,Other English,-,624,27,23.1
29,Q,09-12,GEN ED,Math,Integrated Algebra,-,992,38,26.1
29,Q,09-12,GEN ED,Math,Geometry,-,784,28,28
29,Q,09-12,GEN ED,Math,Algebra 2/Trig,-,733,28,26.2
29,Q,09-12,GEN ED,Math,Other Math,-,551,23,24
29,Q,09-12,GEN ED,Science,Living Environment,-,837,30,27.9
29,Q,09-12,GEN ED,Science,Chemistry,-,692,25,27.7
29,Q,09-12,GEN ED,Science,Physics,-,217,8,27.1
29,Q,09-12,GEN ED,Science,Other Physical Sciences,-,180,6,30
29,Q,09-12,GEN ED,Science,Other Science,-,1163,41,28.4
29,Q,09-12,GEN ED,Social Studies,Global History,-,1713,60,28.6
29,Q,09-12,GEN ED,Social Studies,United States History Accelerated,-,832,29,28.7
29,Q,09-12,GEN ED,Social Studies,Participation in Government,-,442,15,29.5
29,Q,09-12,GEN ED,Social Studies,Economics,-,224,8,28
29,Q,09-12,GEN ED,Social Studies,Other Social Studies,-,323,13,24.8
29,Q,09-12,CTT,English,MS English Core,-,66,3,22
29,Q,09-12,CTT,English,English 9,-,312,12,26
29,Q,09-12,CTT,English,English 10,-,246,10,24.6
29,Q,09-12,CTT,English,English 11,-,274,9,30.4
29,Q,09-12,CTT,English,English 12,-,141,5,28.2
29,Q,09-12,CTT,English,Other English,-,264,10,26.4
29,Q,09-12,CTT,Math,Integrated Algebra,-,665,23,28.9
29,Q,09-12,CTT,Math,Geometry,-,354,12,29.5
29,Q,09-12,CTT,Math,Algebra 2/Trig,-,32,1,32
29,Q,09-12,CTT,Math,Other Math,-,245,9,27.2
29,Q,09-12,CTT,Science,Living Environment,-,357,12,29.8
29,Q,09-12,CTT,Science,Other Physical Sciences,-,78,3,26
29,Q,09-12,CTT,Science,Other Science,-,363,13,27.9
29,Q,09-12,CTT,Social Studies,Global History,-,575,21,27.4
29,Q,09-12,CTT,Social Studies,United States History Accelerated,-,303,10,30.3
29,Q,09-12,CTT,Social Studies,Participation in Government,-,61,2,30.5
29,Q,09-12,CTT,Social Studies,Economics,-,34,1,34
29,Q,09-12,CTT,Social Studies,Other Social Studies,-,118,4,29.5
29,Q,09-12,SPEC ED,English,English 9,-,10,1,10
29,Q,09-12,SPEC ED,English,Other English,-,10,1,10
29,Q,09-12,SPEC ED,Math,Integrated Algebra,-,10,1,10
29,Q,09-12,SPEC ED,Science,Living Environment,-,10,1,10
29,Q,09-12,SPEC ED,Social Studies,United States History Accelerated,-,10,1,10
29,Q,09-12,SPEC ED,Social Studies,Other Social Studies,-,10,1,10
29,Q,0K-09,SPEC ED,-,-,12:1,293,34,8.6
29,Q,0K-09,SPEC ED,-,-,12:1:1,1092,108,10.1
29,Q,0K-09,SPEC ED,-,-,8:1:1,12,2,6
29,Q,MS Core,GEN ED,English,MS English Core,-,4942,180,27.5
29,Q,MS Core,GEN ED,English,Other English,-,191,13,14.7
29,Q,MS Core,GEN ED,Math,MS Math Core,-,4967,181,27.4
29,Q,MS Core,GEN ED,Science,MS Science Core,-,4941,180,27.5
29,Q,MS Core,GEN ED,Social Studies,MS Social Studies Core,-,4875,176,27.7
29,Q,MS Core,CTT,English,MS English Core,-,902,35,25.8
29,Q,MS Core,CTT,English,Other English,-,30,2,15
29,Q,MS Core,CTT,Math,MS Math Core,-,981,38,25.8
29,Q,MS Core,CTT,Science,MS Science Core,-,965,39,24.7
29,Q,MS Core,CTT,Social Studies,MS Social Studies Core,-,888,35,25.4
29,Q,MS Core,SPEC ED,English,MS English Core,-,271,30,9
29,Q,MS Core,SPEC ED,Math,MS Math Core,-,330,36,9.2
29,Q,MS Core,SPEC ED,Science,MS Science Core,-,257,29,8.9
29,Q,MS Core,SPEC ED,Social Studies,MS Social Studies Core,-,257,29,8.9
29,Q,MS Core,G&T,Math,Integrated Algebra,-,348,12,29
29,Q,MS Core,G&T,Science,Living Environment,-,254,9,28.2
29,Q,MS Core,G&T,Science,Other Science,-,142,5,28.4
29,Q,MS Core,G&T,Social Studies,Global History,-,30,1,30
29,Q,MS Core,G&T,Social Studies,United States History Accelerated,-,115,4,28.8
29,Q,MS Core,G&T&ICT,Science,Living Environment,-,30,1,30
30,Q,0K,GEN ED,-,-,-,2246,97,23.2
30,Q,0K,CTT,-,-,-,733,33,22.2
30,Q,0K,G&T,-,-,-,140,6,23.3
30,Q,01,GEN ED,-,-,-,2280,91,25.1
30,Q,01,CTT,-,-,-,662,28,23.6
30,Q,01,G&T,-,-,-,178,7,25.4
30,Q,02,GEN ED,-,-,-,2259,88,25.7
30,Q,02,CTT,-,-,-,810,32,25.3
30,Q,02,G&T,-,-,-,151,5,30.2
30,Q,03,GEN ED,-,-,-,2236,83,26.9
30,Q,03,CTT,-,-,-,594,22,27
30,Q,03,G&T,-,-,-,150,5,30
30,Q,04,GEN ED,-,-,-,2145,80,26.8
30,Q,04,CTT,-,-,-,666,26,25.6
30,Q,04,G&T,-,-,-,106,4,26.5
30,Q,05,GEN ED,-,-,-,1960,74,26.5
30,Q,05,CTT,-,-,-,690,26,26.5
30,Q,05,G&T,-,-,-,96,4,24
30,Q,06,GEN ED,-,-,-,2554,95,26.9
30,Q,06,CTT,-,-,-,714,27,26.4
30,Q,07,GEN ED,-,-,-,2413,90,26.8
30,Q,07,CTT,-,-,-,616,23,26.8
30,Q,08,GEN ED,-,-,-,2450,89,27.5
30,Q,08,CTT,-,-,-,635,23,27.6
30,Q,09-12,GEN ED,English,MS English Core,-,809,31,26.1
30,Q,09-12,GEN ED,English,English 9,-,1731,60,28.9
30,Q,09-12,GEN ED,English,English 10,-,1364,49,27.8
30,Q,09-12,GEN ED,English,English 11,-,1441,57,25.3
30,Q,09-12,GEN ED,English,English 12,-,1208,43,28.1
30,Q,09-12,GEN ED,English,Other English,-,2888,118,24.5
30,Q,09-12,GEN ED,Math,Integrated Algebra,-,2512,89,28.2
30,Q,09-12,GEN ED,Math,Geometry,-,2074,77,26.9
30,Q,09-12,GEN ED,Math,Algebra 2/Trig,-,1721,59,29.2
30,Q,09-12,GEN ED,Math,Other Math,-,1305,50,26.1
30,Q,09-12,GEN ED,Science,Living Environment,-,2420,83,29.2
30,Q,09-12,GEN ED,Science,Chemistry,-,1400,48,29.2
30,Q,09-12,GEN ED,Science,Physics,-,488,19,25.7
30,Q,09-12,GEN ED,Science,Other Physical Sciences,-,225,8,28.1
30,Q,09-12,GEN ED,Science,Other Science,-,2879,103,28
30,Q,09-12,GEN ED,Social Studies,Global History,-,3552,123,28.9
30,Q,09-12,GEN ED,Social Studies,United States History Accelerated,-,2183,80,27.3
30,Q,09-12,GEN ED,Social Studies,Participation in Government,-,945,33,28.6
30,Q,09-12,GEN ED,Social Studies,Economics,-,505,17,29.7
30,Q,09-12,GEN ED,Social Studies,Other Social Studies,-,1663,60,27.7
30,Q,09-12,CTT,English,MS English Core,-,326,13,25.1
30,Q,09-12,CTT,English,English 9,-,370,13,28.5
30,Q,09-12,CTT,English,English 10,-,324,12,27
30,Q,09-12,CTT,English,English 11,-,306,11,27.8
30,Q,09-12,CTT,English,English 12,-,265,10,26.5
30,Q,09-12,CTT,English,Other English,-,444,16,27.8
30,Q,09-12,CTT,Math,Integrated Algebra,-,831,29,28.7
30,Q,09-12,CTT,Math,Geometry,-,479,16,29.9
30,Q,09-12,CTT,Math,Algebra 2/Trig,-,176,6,29.3
30,Q,09-12,CTT,Math,Other Math,-,247,9,27.4
30,Q,09-12,CTT,Science,Living Environment,-,691,25,27.6
30,Q,09-12,CTT,Science,Chemistry,-,240,8,30
30,Q,09-12,CTT,Science,Other Physical Sciences,-,63,2,31.5
30,Q,09-12,CTT,Science,Other Science,-,534,19,28.1
30,Q,09-12,CTT,Social Studies,Global History,-,787,27,29.1
30,Q,09-12,CTT,Social Studies,United States History Accelerated,-,462,16,28.9
30,Q,09-12,CTT,Social Studies,Participation in Government,-,109,4,27.3
30,Q,09-12,CTT,Social Studies,Economics,-,152,5,30.4
30,Q,09-12,CTT,Social Studies,Other Social Studies,-,270,9,30
30,Q,09-12,SPEC ED,English,MS English Core,-,29,4,7.3
30,Q,09-12,SPEC ED,English,English 9,-,27,3,9
30,Q,09-12,SPEC ED,English,English 10,-,30,3,10
30,Q,09-12,SPEC ED,English,English 11,-,33,3,11
30,Q,09-12,SPEC ED,English,English 12,-,20,2,10
30,Q,09-12,SPEC ED,English,Other English,-,13,2,6.5
30,Q,09-12,SPEC ED,Math,Integrated Algebra,-,103,11,9.4
30,Q,09-12,SPEC ED,Math,Geometry,-,40,4,10
30,Q,09-12,SPEC ED,Math,Algebra 2/Trig,-,10,1,10
30,Q,09-12,SPEC ED,Math,Other Math,-,18,2,9
30,Q,09-12,SPEC ED,Science,Living Environment,-,81,8,10.1
30,Q,09-12,SPEC ED,Science,Other Physical Sciences,-,26,2,13
30,Q,09-12,SPEC ED,Science,Other Science,-,56,6,9.3
30,Q,09-12,SPEC ED,Social Studies,Global History,-,93,10,9.3
30,Q,09-12,SPEC ED,Social Studies,United States History Accelerated,-,46,4,11.5
30,Q,09-12,SPEC ED,Social Studies,Participation in Government,-,30,3,10
30,Q,09-12,SPEC ED,Social Studies,Other Social Studies,-,5,1,5
30,Q,0K-09,SPEC ED,-,-,12:1,329,33,10
30,Q,0K-09,SPEC ED,-,-,12:1:1,931,93,10
30,Q,MS Core,GEN ED,English,MS English Core,-,6134,221,27.8
30,Q,MS Core,GEN ED,English,Other English,-,716,31,23.1
30,Q,MS Core,GEN ED,Math,MS Math Core,-,6479,247,26.2
30,Q,MS Core,GEN ED,Science,MS Science Core,-,6594,248,26.6
30,Q,MS Core,GEN ED,Social Studies,MS Social Studies Core,-,6806,248,27.4
30,Q,MS Core,CTT,English,MS English Core,-,1453,53,27.4
30,Q,MS Core,CTT,English,Other English,-,232,10,23.2
30,Q,MS Core,CTT,Math,MS Math Core,-,1498,55,27.2
30,Q,MS Core,CTT,Science,MS Science Core,-,1445,52,27.8
30,Q,MS Core,CTT,Social Studies,MS Social Studies Core,-,1365,48,28.4
30,Q,MS Core,SPEC ED,English,MS English Core,-,398,41,9.7
30,Q,MS Core,SPEC ED,English,Other English,-,100,10,10
30,Q,MS Core,SPEC ED,Math,MS Math Core,-,397,41,9.7
30,Q,MS Core,SPEC ED,Science,MS Science Core,-,393,40,9.8
30,Q,MS Core,SPEC ED,Social Studies,MS Social Studies Core,-,388,40,9.7
30,Q,MS Core,G&T,English,MS English Core,-,90,3,30
30,Q,MS Core,G&T,Math,Integrated Algebra,-,718,30,23.9
30,Q,MS Core,G&T,Science,Living Environment,-,568,25,22.7
30,Q,MS Core,G&T,Science,Other Science,-,92,3,30.7
31,R,0K,GEN ED,-,-,-,3145,137,23
31,R,0K,CTT,-,-,-,1114,49,22.7
31,R,0K,G&T,-,-,-,116,6,19.3
31,R,01,GEN ED,-,-,-,3063,118,26
31,R,01,CTT,-,-,-,1266,49,25.8
31,R,01,G&T,-,-,-,178,6,29.7
31,R,02,GEN ED,-,-,-,2789,105,26.6
31,R,02,CTT,-,-,-,1365,51,26.8
31,R,02,G&T,-,-,-,215,7,30.7
31,R,03,GEN ED,-,-,-,2899,109,26.6
31,R,03,CTT,-,-,-,1247,47,26.5
31,R,03,G&T,-,-,-,152,5,30.4
31,R,04,GEN ED,-,-,-,2427,90,27
31,R,04,CTT,-,-,-,1515,55,27.5
31,R,04,G&T,-,-,-,178,6,29.7
31,R,05,GEN ED,-,-,-,2543,91,27.9
31,R,05,CTT,-,-,-,1490,54,27.6
31,R,05,G&T,-,-,-,165,6,27.5
31,R,06,GEN ED,-,-,-,2400,81,29.6
31,R,06,CTT,-,-,-,1593,54,29.5
31,R,07,GEN ED,-,-,-,2634,85,31
31,R,07,CTT,-,-,-,1297,43,30.2
31,R,08,GEN ED,-,-,-,2575,85,30.3
31,R,08,CTT,-,-,-,1255,42,29.9
31,R,09-12,GEN ED,English,MS English Core,-,499,18,27.7
31,R,09-12,GEN ED,English,English 9,-,2992,99,30.2
31,R,09-12,GEN ED,English,English 10,-,2998,95,31.6
31,R,09-12,GEN ED,English,English 11,-,2609,87,30
31,R,09-12,GEN ED,English,English 12,-,2638,91,29
31,R,09-12,GEN ED,English,Other English,-,1835,75,24.5
31,R,09-12,GEN ED,Math,Integrated Algebra,-,2461,94,26.2
31,R,09-12,GEN ED,Math,Geometry,-,3198,107,29.9
31,R,09-12,GEN ED,Math,Algebra 2/Trig,-,2671,86,31.1
31,R,09-12,GEN ED,Math,Other Math,-,4021,141,28.5
31,R,09-12,GEN ED,Science,Living Environment,-,3136,106,29.6
31,R,09-12,GEN ED,Science,Chemistry,-,2348,74,31.7
31,R,09-12,GEN ED,Science,Physics,-,1537,53,29
31,R,09-12,GEN ED,Science,Other Physical Sciences,-,292,11,26.5
31,R,09-12,GEN ED,Science,Other Science,-,4944,168,29.4
31,R,09-12,GEN ED,Social Studies,Global History,-,6080,200,30.4
31,R,09-12,GEN ED,Social Studies,United States History Accelerated,-,2993,102,29.3
31,R,09-12,GEN ED,Social Studies,Participation in Government,-,2155,75,28.7
31,R,09-12,GEN ED,Social Studies,Economics,-,496,19,26.1
31,R,09-12,GEN ED,Social Studies,Other Social Studies,-,2510,87,28.9
31,R,09-12,CTT,English,MS English Core,-,45,2,22.5
31,R,09-12,CTT,English,English 9,-,1163,38,30.6
31,R,09-12,CTT,English,English 10,-,1284,42,30.6
31,R,09-12,CTT,English,English 11,-,1150,39,29.5
31,R,09-12,CTT,English,English 12,-,814,29,28.1
31,R,09-12,CTT,English,Other English,-,634,26,24.4
31,R,09-12,CTT,Math,Integrated Algebra,-,2209,75,29.5
31,R,09-12,CTT,Math,Geometry,-,1475,50,29.5
31,R,09-12,CTT,Math,Algebra 2/Trig,-,208,7,29.7
31,R,09-12,CTT,Math,Other Math,-,840,30,28
31,R,09-12,CTT,Science,Living Environment,-,1411,46,30.7
31,R,09-12,CTT,Science,Chemistry,-,132,4,33
31,R,09-12,CTT,Science,Other Physical Sciences,-,284,11,25.8
31,R,09-12,CTT,Science,Other Science,-,2452,82,29.9
31,R,09-12,CTT,Social Studies,Global History,-,2718,88,30.9
31,R,09-12,CTT,Social Studies,United States History Accelerated,-,1020,35,29.1
31,R,09-12,CTT,Social Studies,Participation in Government,-,657,22,29.9
31,R,09-12,CTT,Social Studies,Economics,-,89,3,29.7
31,R,09-12,CTT,Social Studies,Other Social Studies,-,728,26,28
31,R,09-12,SPEC ED,English,English 9,-,226,17,13.3
31,R,09-12,SPEC ED,English,English 10,-,198,16,12.4
31,R,09-12,SPEC ED,English,English 11,-,175,15,11.7
31,R,09-12,SPEC ED,English,English 12,-,123,11,11.2
31,R,09-12,SPEC ED,English,Other English,-,167,15,11.1
31,R,09-12,SPEC ED,Math,Integrated Algebra,-,355,28,12.7
31,R,09-12,SPEC ED,Math,Geometry,-,211,17,12.4
31,R,09-12,SPEC ED,Math,Other Math,-,326,28,11.6
31,R,09-12,SPEC ED,Science,Living Environment,-,187,17,11
31,R,09-12,SPEC ED,Science,Other Physical Sciences,-,73,6,12.2
31,R,09-12,SPEC ED,Science,Other Science,-,407,33,12.3
31,R,09-12,SPEC ED,Social Studies,Global History,-,402,33,12.2
31,R,09-12,SPEC ED,Social Studies,United States History Accelerated,-,180,15,12
31,R,09-12,SPEC ED,Social Studies,Participation in Government,-,144,13,11.1
31,R,09-12,SPEC ED,Social Studies,Other Social Studies,-,157,15,10.5
31,R,0K-09,SPEC ED,-,-,12:1,1055,102,10.3
31,R,0K-09,SPEC ED,-,-,12:1:1,1556,150,10.4
31,R,0K-09,SPEC ED,-,-,8:1:1,135,20,6.8
31,R,MS Core,GEN ED,English,MS English Core,-,8060,274,29.4
31,R,MS Core,GEN ED,English,Other English,-,97,6,16.2
31,R,MS Core,GEN ED,Math,MS Math Core,-,6926,239,29
31,R,MS Core,GEN ED,Science,MS Science Core,-,7351,253,29.1
31,R,MS Core,GEN ED,Social Studies,MS Social Studies Core,-,7528,257,29.3
31,R,MS Core,CTT,English,MS English Core,-,3859,132,29.2
31,R,MS Core,CTT,English,Other English,-,228,10,22.8
31,R,MS Core,CTT,Math,MS Math Core,-,3890,131,29.7
31,R,MS Core,CTT,Science,MS Science Core,-,3708,125,29.7
31,R,MS Core,CTT,Social Studies,MS Social Studies Core,-,3747,126,29.7
31,R,MS Core,SPEC ED,English,MS English Core,-,692,68,10.2
31,R,MS Core,SPEC ED,English,Other English,-,13,1,13
31,R,MS Core,SPEC ED,Math,MS Math Core,-,691,67,10.3
31,R,MS Core,SPEC ED,Science,MS Science Core,-,650,63,10.3
31,R,MS Core,SPEC ED,Social Studies,MS Social Studies Core,-,670,66,10.2
31,R,MS Core,G&T,Math,Integrated Algebra,-,1093,35,31.2
31,R,MS Core,G&T,Science,Living Environment,-,583,20,29.2
31,R,MS Core,G&T,Science,Other Science,-,393,13,30.2
31,R,MS Core,G&T,Social Studies,United States History Accelerated,-,682,23,29.7
31,R,MS Core,G&T&ICT,Math,Integrated Algebra,-,30,1,30
32,K,0K,GEN ED,-,-,-,798,37,21.6
32,K,0K,CTT,-,-,-,163,8,20.4
32,K,01,GEN ED,-,-,-,793,35,22.7
32,K,01,CTT,-,-,-,210,9,23.3
32,K,02,GEN ED,-,-,-,819,35,23.4
32,K,02,CTT,-,-,-,223,10,22.3
32,K,02,G&T,-,-,-,21,1,21
32,K,03,GEN ED,-,-,-,758,32,23.7
32,K,03,CTT,-,-,-,218,9,24.2
32,K,03,G&T,-,-,-,24,1,24
32,K,04,GEN ED,-,-,-,777,30,25.9
32,K,04,CTT,-,-,-,198,8,24.8
32,K,05,GEN ED,-,-,-,768,32,24
32,K,05,CTT,-,-,-,226,9,25.1
32,K,06,GEN ED,-,-,-,870,35,24.9
32,K,06,CTT,-,-,-,182,8,22.8
32,K,07,GEN ED,-,-,-,911,35,26
32,K,07,CTT,-,-,-,203,8,25.4
32,K,08,GEN ED,-,-,-,904,35,25.8
32,K,08,CTT,-,-,-,231,9,25.7
32,K,09-12,GEN ED,English,MS English Core,-,96,4,24
32,K,09-12,GEN ED,English,English 9,-,337,15,22.5
32,K,09-12,GEN ED,English,English 10,-,300,15,20
32,K,09-12,GEN ED,English,English 11,-,360,16,22.5
32,K,09-12,GEN ED,English,English 12,-,415,18,23.1
32,K,09-12,GEN ED,English,Other English,-,676,32,21.1
32,K,09-12,GEN ED,Math,Integrated Algebra,-,663,30,22.1
32,K,09-12,GEN ED,Math,Geometry,-,575,25,23
32,K,09-12,GEN ED,Math,Algebra 2/Trig,-,352,17,20.7
32,K,09-12,GEN ED,Math,Other Math,-,467,22,21.2
32,K,09-12,GEN ED,Science,Living Environment,-,511,24,21.3
32,K,09-12,GEN ED,Science,Chemistry,-,267,10,26.7
32,K,09-12,GEN ED,Science,Physics,-,247,11,22.5
32,K,09-12,GEN ED,Science,Other Science,-,633,28,22.6
32,K,09-12,GEN ED,Social Studies,Global History,-,971,45,21.6
32,K,09-12,GEN ED,Social Studies,United States History Accelerated,-,312,16,19.5
32,K,09-12,GEN ED,Social Studies,Participation in Government,-,312,13,24
32,K,09-12,GEN ED,Social Studies,Economics,-,47,2,23.5
32,K,09-12,GEN ED,Social Studies,Other Social Studies,-,212,8,26.5
32,K,09-12,CTT,English,MS English Core,-,30,1,30
32,K,09-12,CTT,English,English 9,-,181,8,22.6
32,K,09-12,CTT,English,English 10,-,221,8,27.6
32,K,09-12,CTT,English,English 11,-,205,9,22.8
32,K,09-12,CTT,English,English 12,-,227,9,25.2
32,K,09-12,CTT,English,Other English,-,346,17,20.4
32,K,09-12,CTT,Math,Integrated Algebra,-,510,21,24.3
32,K,09-12,CTT,Math,Geometry,-,301,13,23.2
32,K,09-12,CTT,Math,Algebra 2/Trig,-,29,1,29
32,K,09-12,CTT,Math,Other Math,-,154,6,25.7
32,K,09-12,CTT,Science,Living Environment,-,275,10,27.5
32,K,09-12,CTT,Science,Chemistry,-,105,4,26.3
